기준_날짜,행정동_ID,승객_수
2023-10-18,1110063,36192.0
2023-06-25,1124061,12189.0
2023-12-08,1119074,54459.0
2023-06-22,1120067,4594.0
2023-08-17,1122064,28682.0
2023-01-12,1106082,31630.0
2023-03-15,1123067,32984.0
2023-05-14,1103065,18868.0
2023-04-04,1114074,64568.0
2023-01-25,1101071,16664.0
2023-07-09,1104055,7442.0
2023-11-22,1123053,67214.0
2023-02-12,1104054,6196.0
2023-07-12,1114060,45854.0
2023-07-05,1123053,68136.0
2023-08-12,1108072,15620.0
2023-09-13,1121069,22032.0
2023-10-13,1101053,101220.0
2023-02-01,1114075,7976.0
2023-02-10,1105055,4708.0
2023-12-07,1115069,6037.0
2023-08-25,1113052,20139.0
2023-09-20,1123071,7303.0
2023-02-05,1125074,10488.0
2023-06-12,1105066,6629.0
2023-06-17,1103072,6836.0
2023-03-06,1113066,7716.0
2023-02-24,1103071,7431.0
2023-12-25,1108065,11800.0
2023-01-21,1120065,2743.0
2023-01-08,1113052,10135.0
2023-10-11,1118055,11908.0
2023-12-25,1104056,31773.0
2023-03-21,1125058,22780.0
2023-01-05,1110056,4459.0
2023-08-15,1106071,3742.0
2023-05-26,1102073,10376.0
2023-08-13,1107064,4510.0
2023-04-30,1110056,2993.0
2023-06-04,1124082,7666.0
2023-08-06,1115065,1768.0
2023-08-11,1105055,4815.0
2023-10-18,1125053,17685.0
2023-10-29,1125070,8036.0
2023-06-01,1116074,37500.0
2023-12-27,1125072,3349.0
2023-05-31,1105058,3905.0
2023-07-28,1120069,6724.0
2023-08-21,1115071,15473.0
2023-01-06,1107070,11242.0
2023-09-01,1124075,26844.0
2023-09-18,1115060,6502.0
2023-01-19,1123063,88706.0
2023-05-03,1112066,21573.0
2023-12-02,1108066,29080.0
2023-12-30,1123065,11078.0
2023-08-21,1111066,51168.0
2023-10-18,1109073,7502.0
2023-06-03,1105054,7739.0
2023-03-24,1111077,13411.0
2023-09-03,1119055,15229.0
2023-05-20,1113071,4984.0
2023-03-01,1103072,4989.0
2023-02-12,1112073,6424.0
2023-11-22,1112060,7193.0
2023-05-20,1109065,18616.0
2023-08-30,1103071,8069.0
2023-02-03,1113076,31397.0
2023-09-21,1122058,12559.0
2023-12-29,1125067,5033.0
2023-08-14,1101071,21085.0
2023-10-14,1115069,4179.0
2023-11-04,1125058,14721.0
2023-03-29,1108061,17035.0
2023-04-30,1122063,6184.0
2023-12-19,1107061,3836.0
2023-02-07,1105063,19814.0
2023-05-02,1115070,14102.0
2023-11-04,1111051,9623.0
2023-08-24,1115060,6546.0
2023-03-10,1119070,5765.0
2023-09-04,1106087,20350.0
2023-09-20,1114078,33812.0
2023-08-30,1115071,15997.0
2023-07-26,1123058,70077.0
2023-05-21,1101054,3341.0
2023-05-01,1104056,35430.0
2023-12-12,1109063,14896.0
2023-07-15,1125072,2450.0
2023-05-25,1112059,19653.0
2023-10-24,1104055,25736.0
2023-02-24,1101057,2167.0
2023-01-24,1124058,5448.0
2023-05-13,1113074,6252.0
2023-06-30,1116066,2455.0
2023-07-20,1110062,13014.0
2023-04-21,1117054,103909.0
2023-06-10,1115052,21267.0
2023-10-09,1124053,6952.0
2023-01-20,1124051,3830.0
2023-06-01,1116072,8974.0
2023-07-27,1125052,27080.0
2023-12-31,1123078,9275.0
2023-05-30,1115060,6445.0
2023-01-11,1116072,8560.0
2023-09-09,1113064,8187.0
2023-03-18,1119075,3917.0
2023-07-13,1106087,20740.0
2023-10-26,1124057,11668.0
2023-11-23,1103066,4769.0
2023-01-30,1116064,50276.0
2023-12-12,1125055,4156.0
2023-08-20,1117054,43000.0
2023-01-16,1119074,48078.0
2023-10-22,1125056,2872.0
2023-03-17,1117055,7597.0
2023-03-02,1112056,19461.0
2023-03-20,1121065,2665.0
2023-06-10,1111065,17876.0
2023-10-31,1102054,149044.0
2023-04-02,1108071,7638.0
2023-02-25,1117072,26771.0
2023-09-27,1125072,3586.0
2023-02-12,1114072,4156.0
2023-05-14,1113072,7074.0
2023-11-29,1112072,11570.0
2023-06-25,1116066,1158.0
2023-06-16,1122052,123918.0
2023-08-07,1110051,7747.0
2023-02-11,1110064,8939.0
2023-08-06,1115057,2636.0
2023-04-04,1121063,79174.0
2023-08-20,1124063,15277.0
2023-04-22,1123064,88571.0
2023-01-15,1121057,9719.0
2023-12-08,1122063,10900.0
2023-09-06,1102069,30857.0
2023-06-10,1102069,22602.0
2023-10-16,1115071,15038.0
2023-05-31,1120066,14018.0
2023-02-20,1118051,95745.0
2023-09-27,1123076,19166.0
2023-02-09,1111059,24810.0
2023-08-11,1116071,39396.0
2023-04-03,1115053,23202.0
2023-01-25,1121057,14190.0
2023-11-02,1115062,5550.0
2023-04-16,1113062,23571.0
2023-01-21,1102059,22481.0
2023-03-21,1114068,6756.0
2023-03-02,1110055,17827.0
2023-06-18,1113069,7194.0
2023-01-16,1118059,3807.0
2023-03-18,1118051,42626.0
2023-05-13,1117055,6084.0
2023-07-20,1125051,12825.0
2023-12-19,1110062,12780.0
2023-07-13,1124053,14182.0
2023-03-12,1110057,5108.0
2023-01-25,1119069,15888.0
2023-03-16,1119071,4699.0
2023-12-04,1116063,8334.0
2023-05-12,1117051,80645.0
2023-04-25,1101072,7308.0
2023-04-18,1115072,31899.0
2023-12-11,1111073,3892.0
2023-11-05,1114071,5594.0
2023-08-14,1112067,17912.0
2023-04-21,1123079,101590.0
2023-01-18,1113076,30161.0
2023-08-20,1111064,4030.0
2023-04-06,1107069,27373.0
2023-12-19,1111077,13231.0
2023-07-18,1123063,88688.0
2023-02-14,1122066,84677.0
2023-09-05,1124078,28572.0
2023-06-15,1119070,5800.0
2023-11-07,1104068,50691.0
2023-11-23,1102054,155791.0
2023-04-24,1111061,6473.0
2023-09-16,1115071,13481.0
2023-09-13,1122056,3348.0
2023-04-06,1113076,31924.0
2023-12-05,1112071,47116.0
2023-05-03,1121069,23268.0
2023-08-17,1108061,16016.0
2023-10-18,1107071,32804.0
2023-11-08,1113073,57114.0
2023-02-18,1110059,35351.0
2023-03-08,1105067,15007.0
2023-11-16,1117067,14304.0
2023-08-18,1110064,10974.0
2023-03-17,1110063,36282.0
2023-01-25,1108084,16643.0
2023-04-24,1121066,15205.0
2023-10-07,1114066,215001.0
2023-12-05,1112058,35898.0
2023-06-02,1116073,86815.0
2023-09-23,1110057,7530.0
2023-06-08,1125067,5003.0
2023-12-01,1118059,3753.0
2023-08-18,1120067,4921.0
2023-11-30,1123080,18809.0
2023-05-24,1109075,9684.0
2023-10-14,1101056,7005.0
2023-04-01,1108058,10976.0
2023-06-09,1101055,12592.0
2023-12-09,11230511,
2023-03-04,1102057,19182.0
2023-05-29,1108077,11472.0
2023-01-09,1104062,15350.0
2023-01-22,1106089,4473.0
2023-09-19,1122062,27118.0
2023-12-09,1124080,16249.0
2023-04-02,1116071,28470.0
2023-04-29,1122058,9523.0
2023-12-30,1111077,10402.0
2023-01-08,1114070,2941.0
2023-12-27,1122058,11485.0
2023-12-29,1113068,22087.0
2023-08-30,1113071,6450.0
2023-10-14,1123077,59921.0
2023-08-29,1115061,4449.0
2023-04-05,1120055,8451.0
2023-09-16,1103065,22215.0
2023-04-21,1110061,5586.0
2023-04-11,1103071,9334.0
2023-12-27,1106071,7495.0
2023-08-27,1115061,2159.0
2023-12-25,1113062,24618.0
2023-11-11,1108085,24734.0
2023-10-15,1113069,7417.0
2023-09-29,1109071,15531.0
2023-04-22,1125052,17875.0
2023-01-04,1112052,19637.0
2023-04-06,1106081,76092.0
2023-01-10,1123051,13528.0
2023-11-16,1123079,95914.0
2023-01-26,1124056,6878.0
2023-06-17,1125056,3990.0
2023-08-08,1117055,8048.0
2023-02-15,1125059,3646.0
2023-01-19,1121073,23904.0
2023-05-24,1107071,33147.0
2023-12-21,1109069,13310.0
2023-06-04,1112060,3749.0
2023-01-13,1101054,4062.0
2023-04-27,1120063,9255.0
2023-02-25,1110053,6035.0
2023-06-04,1109063,9483.0
2023-10-16,1116067,28167.0
2023-11-25,1110052,7640.0
2023-09-03,1124081,15166.0
2023-07-07,1117068,28249.0
2023-04-20,1115060,6364.0
2023-08-23,1103053,39124.0
2023-02-17,1120052,14354.0
2023-03-25,1106082,26195.0
2023-06-26,1110052,9872.0
2023-08-01,1109062,7171.0
2023-11-29,1122062,26584.0
2023-11-25,1119071,3946.0
2023-12-29,1108058,14385.0
2023-09-25,1115070,13464.0
2023-02-20,1114076,24873.0
2023-08-29,1116065,2340.0
2023-07-25,1116063,8834.0
2023-11-02,1117065,4117.0
2023-05-04,1120065,6930.0
2023-07-19,1107052,7332.0
2023-12-04,1114076,26854.0
2023-03-18,1103070,4824.0
2023-01-24,1112065,10521.0
2023-12-12,1110065,25884.0
2023-07-14,1115054,10378.0
2023-08-09,1111060,8816.0
2023-02-24,1109060,61578.0
2023-10-12,1106073,12924.0
2023-07-09,1114068,4581.0
2023-11-19,1109075,5724.0
2023-09-26,1101057,1786.0
2023-06-26,1108058,14480.0
2023-02-01,1119074,49703.0
2023-01-10,1108082,55795.0
2023-03-27,1118057,27275.0
2023-07-30,1125071,7795.0
2023-12-12,1124068,5104.0
2023-05-15,1116066,2321.0
2023-04-05,1102069,29382.0
2023-03-25,1120065,4699.0
2023-01-04,1112058,32406.0
2023-10-10,1115071,15281.0
2023-12-08,1101058,11310.0
2023-06-11,1111052,6737.0
2023-07-08,1108059,4559.0
2023-02-23,1101072,7176.0
2023-02-04,1111052,8978.0
2023-08-01,1106083,50499.0
2023-08-30,1112057,11327.0
2023-06-11,1101071,23856.0
2023-12-09,1124052,4495.0
2023-04-19,1118051,95918.0
2023-11-22,1124080,18668.0
2023-11-28,1113052,19381.0
2023-08-31,1105059,51824.0
2023-08-04,1124054,3256.0
2023-08-22,1121079,10335.0
2023-06-05,1103069,8317.0
2023-08-10,1108068,9090.0
2023-06-12,1124078,17634.0
2023-07-05,1124071,20221.0
2023-03-20,1121072,28409.0
2023-02-04,1101073,14417.0
2023-10-21,1122063,8074.0
2023-04-16,1124082,7278.0
2023-11-15,1125053,18302.0
2023-07-10,1114063,2583.0
2023-01-30,1102071,23243.0
2023-06-21,1101057,2142.0
2023-11-07,1116058,4159.0
2023-03-19,1121057,10426.0
2023-05-17,1116055,9046.0
2023-04-29,1124054,2215.0
2023-09-20,1106073,13206.0
2023-08-08,1122063,10191.0
2023-11-09,1118057,25266.0
2023-09-07,1114066,194691.0
2023-05-08,1118058,7040.0
2023-04-11,1115066,29604.0
2023-12-01,1104058,5293.0
2023-11-17,1121064,87032.0
2023-04-09,1108078,4013.0
2023-02-15,1113062,42039.0
2023-02-10,1110064,10556.0
2023-05-25,1115057,4820.0
2023-03-12,1108058,7258.0
2023-10-16,1116055,9060.0
2023-02-22,1114073,32164.0
2023-01-06,1110051,8018.0
2023-03-21,1125052,28890.0
2023-09-28,1103063,3592.0
2023-04-06,1104052,20538.0
2023-10-11,1104057,15299.0
2023-01-28,1124057,8211.0
2023-02-25,1105066,5528.0
2023-08-23,1107052,7007.0
2023-01-14,1115058,5228.0
2023-05-29,1101070,5539.0
2023-07-30,1116064,20621.0
2023-02-08,1116061,15393.0
2023-12-13,1107073,21898.0
2023-12-13,1122057,24329.0
2023-06-23,1122065,11815.0
2023-10-12,1112073,12879.0
2023-01-31,1103063,5577.0
2023-10-21,11170730,15011.0
2023-10-13,1119061,14517.0
2023-11-24,1109065,22051.0
2023-03-20,1111079,42544.0
2023-05-31,1111072,17684.0
2023-07-18,1115060,6468.0
2023-02-27,1124066,35084.0
2023-10-09,1123051,8166.0
2023-12-03,1114068,5101.0
2023-09-01,1116052,17827.0
2023-03-02,1121080,96735.0
2023-05-15,1121062,37152.0
2023-12-26,1124077,120846.0
2023-01-09,1122064,27060.0
2023-03-24,1121082,11243.0
2023-02-22,1108066,39981.0
2023-09-02,1109071,28265.0
2023-09-01,1122064,31416.0
2023-08-18,1102065,6698.0
2023-05-20,1103058,10611.0
2023-01-16,1117067,14880.0
2023-02-12,1115057,2538.0
2023-10-24,1114063,2182.0
2023-05-17,1108061,17297.0
2023-03-26,1107061,2300.0
2023-10-24,1123052,78539.0
2023-05-10,1125053,17915.0
2023-10-07,1111077,9391.0
2023-09-04,1115066,30846.0
2023-07-13,1107065,13961.0
2023-08-29,1111073,4089.0
2023-02-03,1104066,29341.0
2023-12-15,1125053,18470.0
2023-06-18,1111064,4065.0
2023-08-09,1104058,5123.0
2023-01-27,1114077,54783.0
2023-08-18,1112056,19539.0
2023-09-08,1124081,31673.0
2023-07-02,1102067,2739.0
2023-08-01,1102060,59674.0
2023-12-17,1118055,6614.0
2023-06-12,1111064,6911.0
2023-01-19,1106073,11516.0
2023-11-11,1119061,8534.0
2023-01-30,1124071,18603.0
2023-02-19,1115069,2759.0
2023-02-07,1118057,26458.0
2023-01-31,1115058,7157.0
2023-12-09,1114078,22256.0
2023-12-08,1123053,66568.0
2023-01-12,1120056,7292.0
2023-10-23,1122068,11061.0
2023-07-22,1109072,34340.0
2023-11-18,1123076,12155.0
2023-12-06,1111056,28785.0
2023-03-16,1113071,6536.0
2023-02-02,1125059,3765.0
2023-07-31,1119056,55858.0
2023-06-27,1121063,77724.0
2023-09-08,1123076,19554.0
2023-10-05,1114074,63494.0
2023-02-06,1121064,82193.0
2023-11-26,1121080,51677.0
2023-03-26,1114070,3465.0
2023-05-18,1115054,9802.0
2023-10-30,1105056,5904.0
2023-03-15,1107057,6464.0
2023-09-19,1118059,4050.0
2023-06-13,1125066,62017.0
2023-05-01,1102057,26554.0
2023-10-07,1115069,4212.0
2023-08-16,1114073,32063.0
2023-05-03,1109065,23181.0
2023-05-11,1116066,2347.0
2023-01-06,1103069,8003.0
2023-06-12,1116070,20937.0
2023-05-19,1111076,12698.0
2023-01-06,1124053,14282.0
2023-04-23,1119074,35404.0
2023-01-23,1104065,4112.0
2023-08-13,1124066,15283.0
2023-10-08,1111079,23487.0
2023-04-07,1108081,16262.0
2023-01-26,1101067,9763.0
2023-10-01,1108058,7205.0
2023-06-01,1115072,32738.0
2023-06-16,1119062,20676.0
2023-06-04,1120056,4186.0
2023-05-27,1124079,20712.0
2023-05-17,1110061,5573.0
2023-07-18,1111072,16888.0
2023-10-19,1120066,13818.0
2023-04-30,1113062,26256.0
2023-09-07,1110064,11567.0
2023-12-26,1123079,90433.0
2023-08-26,1111079,28810.0
2023-05-18,1125067,5066.0
2023-07-05,1110053,8612.0
2023-04-05,1107073,21324.0
2023-04-01,1123073,2611.0
2023-12-07,1113071,6295.0
2023-04-11,1122054,12454.0
2023-03-23,1116053,8660.0
2023-12-07,1120066,13864.0
2023-05-24,1101055,14720.0
2023-12-30,1125074,15333.0
2023-06-07,1115051,63919.0
2023-12-27,1117051,75203.0
2023-07-22,1123077,58421.0
2023-05-06,1112066,11783.0
2023-07-07,1122064,29540.0
2023-10-20,1118061,13410.0
2023-11-07,1112072,11655.0
2023-08-06,1106080,8999.0
2023-05-01,1122055,11444.0
2023-01-26,1111065,21171.0
2023-04-21,1124057,12192.0
2023-10-07,1125063,4321.0
2023-10-13,1120072,69198.0
2023-12-09,1101069,3617.0
2023-04-09,1104062,9078.0
2023-04-09,1123075,25400.0
2023-05-17,1101055,9986.0
2023-08-28,1108077,16758.0
2023-08-27,1106084,5223.0
2023-08-21,1102059,49355.0
2023-04-02,1109064,6753.0
2023-10-20,1118051,96249.0
2023-09-27,1108078,7509.0
2023-11-07,1109075,9671.0
2023-05-26,1124068,4918.0
2023-11-30,1109064,10127.0
2023-04-10,1104062,16447.0
2023-05-13,1105053,69813.0
2023-04-07,1107068,5216.0
2023-11-06,1120065,6999.0
2023-07-06,1101070,6957.0
2023-07-28,1101068,153.0
2023-05-09,1110061,5589.0
2023-11-22,1108077,17588.0
2023-10-13,1115070,13825.0
2023-06-17,1111079,30775.0
2023-08-15,1108085,19157.0
2023-09-05,1110057,9859.0
2023-12-30,1125056,3993.0
2023-01-11,1122061,8018.0
2023-08-04,1105058,3720.0
2023-10-16,1108082,64774.0
2023-09-14,1107057,6982.0
2023-10-16,1124071,18851.0
2023-09-08,1121068,34199.0
2023-04-04,1112056,19074.0
2023-11-25,1119076,21917.0
2023-05-12,1125067,5333.0
2023-11-27,1114069,5804.0
2023-02-16,1109072,43105.0
2023-01-01,1102068,2530.0
2023-10-22,1107065,8328.0
2023-05-05,1109069,6765.0
2023-03-31,1123060,15183.0
2023-09-16,1101054,4742.0
2023-09-30,1110065,13503.0
2023-10-12,1107072,31310.0
2023-11-08,1124058,13144.0
2023-12-07,1106072,36594.0
2023-01-09,1124075,24356.0
2023-01-30,1106081,73150.0
2023-09-23,1113074,6238.0
2023-08-02,1107072,25816.0
2023-11-06,1107072,29885.0
2023-12-29,1125065,17281.0
2023-12-07,1108061,16719.0
2023-03-22,1101069,6101.0
2023-03-01,1125056,2912.0
2023-06-02,1124067,23661.0
2023-05-03,1115072,33103.0
2023-09-24,1111072,8763.0
2023-04-17,1122059,13422.0
2023-03-24,1110055,17945.0
2023-07-06,1106091,8677.0
2023-07-02,1123073,1899.0
2023-08-27,1125061,8422.0
2023-08-04,1119068,18825.0
2023-01-11,1123074,14444.0
2023-09-16,1103070,5090.0
2023-05-28,1118051,28258.0
2023-02-28,1109075,9267.0
2023-01-05,1101073,15668.0
2023-12-02,1101053,59471.0
2023-09-24,1114073,21420.0
2023-07-17,1112071,46419.0
2023-05-12,1121058,19604.0
2023-07-30,1116074,15737.0
2023-10-19,1114078,33291.0
2023-05-10,1114075,8121.0
2023-08-14,1119068,18112.0
2023-05-23,1124063,28908.0
2023-04-16,1124066,16409.0
2023-02-03,1110060,8007.0
2023-09-20,1101067,10112.0
2023-09-17,1117067,8407.0
2023-10-18,1110054,6700.0
2023-10-17,1103064,3118.0
2023-12-29,1115058,7559.0
2023-10-27,1106084,10815.0
2023-02-01,1121064,84966.0
2023-09-17,1107054,6571.0
2023-01-19,1110055,16717.0
2023-02-26,1119075,3164.0
2023-03-02,1116071,36950.0
2023-08-02,1125053,15307.0
2023-06-28,1110064,11132.0
2023-10-16,1112065,29301.0
2023-12-25,1121079,5539.0
2023-11-27,1105065,7282.0
2023-11-01,1105065,7270.0
2023-03-07,1103063,6134.0
2023-04-10,1115063,6365.0
2023-12-22,1124079,31247.0
2023-01-02,1103051,5189.0
2023-07-19,1124082,15992.0
2023-05-20,1106071,5505.0
2023-11-24,1121052,12062.0
2023-01-16,1107062,25456.0
2023-10-03,1108058,8159.0
2023-11-14,1117064,11387.0
2023-08-23,1102069,28996.0
2023-01-08,1112066,9388.0
2023-08-15,1116058,2879.0
2023-08-07,1119056,56986.0
2023-02-09,1105063,20216.0
2023-07-17,1115070,13010.0
2023-06-01,1107055,5090.0
2023-11-09,1107064,8014.0
2023-11-30,1125073,11228.0
2023-10-09,1104057,7792.0
2023-09-13,1102070,3988.0
2023-04-25,1108063,11367.0
2023-10-04,1103070,5725.0
2023-05-09,1121083,16838.0
2023-05-24,1112057,10736.0
2023-06-03,1102072,1971.0
2023-10-25,1112058,37105.0
2023-11-26,1107072,15398.0
2023-09-01,1102054,158636.0
2023-12-25,1120069,3938.0
2023-03-16,1112072,11814.0
2023-08-15,1103072,5266.0
2023-04-02,1121068,22551.0
2023-09-30,1125074,7913.0
2023-01-11,1124064,7701.0
2023-10-14,1113075,72480.0
2023-04-06,1104057,14993.0
2023-12-31,1103072,4763.0
2023-10-26,1103071,9128.0
2023-11-06,1102058,15733.0
2023-03-20,1116066,2149.0
2023-09-11,1116070,21086.0
2023-03-27,1108060,27927.0
2023-01-15,1121079,5291.0
2023-11-30,1123075,44252.0
2023-08-23,1119061,14040.0
2023-05-23,1120070,17737.0
2023-10-16,1104054,12940.0
2023-02-01,1118057,25763.0
2023-12-10,1121057,10112.0
2023-07-25,1105066,6966.0
2023-10-24,1111059,27260.0
2023-03-31,1124082,16158.0
2023-05-16,1106082,34110.0
2023-02-01,1107061,3805.0
2023-10-18,1115062,5497.0
2023-01-10,1114070,5018.0
2023-06-26,1109070,26267.0
2023-03-29,1116057,5170.0
2023-01-02,1113064,8855.0
2023-04-07,1114070,5482.0
2023-12-18,1107062,25806.0
2023-09-16,1110055,13348.0
2023-09-11,1112052,21320.0
2023-03-03,1107061,3987.0
2023-08-27,1117051,44328.0
2023-04-07,1102057,41668.0
2023-02-12,1115051,33321.0
2023-05-31,1105061,24766.0
2023-05-13,1120056,5837.0
2023-02-20,1125055,3527.0
2023-06-09,1104052,21355.0
2023-02-24,1111061,6845.0
2023-12-16,1113075,77936.0
2023-09-29,1117055,3550.0
2023-08-09,1112052,20961.0
2023-12-07,1117064,11567.0
2023-04-27,1124069,45959.0
2023-05-15,1122055,16420.0
2023-06-25,1108066,21368.0
2023-02-27,1121061,9164.0
2023-10-25,1104065,14189.0
2023-02-16,1111051,12424.0
2023-10-10,1101070,6907.0
2023-04-08,1102068,3893.0
2023-12-10,1106081,47844.0
2023-03-31,1121078,15529.0
2023-05-03,1107070,11676.0
2023-07-29,1110059,32441.0
2023-10-12,1104056,47853.0
2023-09-07,1121082,10695.0
2023-05-17,1102072,2523.0
2023-08-21,1122060,87818.0
2023-09-14,1109070,29365.0
2023-02-07,1104054,12557.0
2023-03-17,1121071,6428.0
2023-04-13,1114070,5162.0
2023-06-29,1124081,29673.0
2023-06-12,1106091,8248.0
2023-10-09,1124064,4419.0
2023-09-09,1117072,27696.0
2023-03-05,1123066,9948.0
2023-10-16,1102069,29348.0
2023-08-20,1111074,4016.0
2023-11-19,1107055,2705.0
2023-04-20,1108083,19120.0
2023-01-16,1122061,7935.0
2023-03-05,1103057,2935.0
2023-01-29,1125061,7751.0
2023-08-12,1116070,12104.0
2023-08-31,1120052,14236.0
2023-09-16,1104073,13779.0
2023-03-15,1102059,53823.0
2023-10-12,1113074,7968.0
2023-10-25,1114059,22787.0
2023-03-28,1104055,27773.0
2023-04-03,1110065,26327.0
2023-09-10,1103073,75077.0
2023-10-19,1122064,32433.0
2023-08-21,1119068,19991.0
2023-07-14,1103058,14371.0
2023-08-10,1108059,4952.0
2023-12-13,1120066,13754.0
2023-04-11,1121082,10356.0
2023-01-18,1120070,16747.0
2023-09-19,1118061,13035.0
2023-03-06,1107064,8240.0
2023-05-01,1111079,31856.0
2023-05-25,1111079,48300.0
2023-12-05,1111052,14214.0
2023-10-18,1109075,9526.0
2023-08-18,1125052,28392.0
2023-12-17,1102058,11484.0
2023-02-19,1106081,44372.0
2023-04-06,1119076,38440.0
2023-05-28,1121065,1547.0
2023-02-15,1114073,32418.0
2023-09-02,1123077,60654.0
2023-02-28,1106080,12907.0
2023-03-09,1107059,7403.0
2023-12-30,1125071,10378.0
2023-03-14,1114078,33863.0
2023-11-03,1115059,4008.0
2023-01-11,1114061,3221.0
2023-05-05,1124080,11569.0
2023-12-25,1120072,40691.0
2023-05-04,1124077,128226.0
2023-09-09,1123080,13313.0
2023-04-22,1124065,7180.0
2023-03-20,1122066,83438.0
2023-03-02,1120069,6729.0
2023-05-12,1124075,30666.0
2023-05-09,1121052,12312.0
2023-06-11,1125055,1888.0
2023-07-27,1105067,15355.0
2023-09-27,1113065,6318.0
2023-10-08,1105062,28134.0
2023-01-31,1107068,4713.0
2023-12-07,1121068,32951.0
2023-07-14,1124051,4031.0
2023-02-27,1112057,9661.0
2023-05-02,1102065,6236.0
2023-09-22,1123078,23107.0
2023-01-26,1107070,12065.0
2023-08-29,1121052,11611.0
2023-01-28,1119063,13578.0
2023-10-06,1123067,32595.0
2023-06-03,1115057,3845.0
2023-09-01,1123078,22860.0
2023-06-01,1119065,6710.0
2023-06-08,1123058,68318.0
2023-02-21,1105055,4550.0
2023-06-11,1103063,5246.0
2023-02-22,1101067,10518.0
2023-06-26,1105058,3736.0
2023-04-15,1111076,9447.0
2023-03-16,1112059,19212.0
2023-02-03,1102070,3807.0
2023-01-12,1113073,52035.0
2023-08-12,1108085,22230.0
2023-03-07,1121073,35282.0
2023-04-09,1113073,20412.0
2023-02-02,1122058,10415.0
2023-11-02,1119055,38383.0
2023-01-15,1121058,9885.0
2023-06-22,1117070,7578.0
2023-07-24,1105061,21536.0
2023-06-18,1124079,23555.0
2023-05-16,1105057,18081.0
2023-03-04,1118052,16811.0
2023-12-14,1117067,14797.0
2023-01-21,1103072,3165.0
2023-08-03,1112060,6831.0
2023-02-19,1108068,7118.0
2023-05-21,1103063,5180.0
2023-03-24,1105063,21611.0
2023-08-27,1120069,4464.0
2023-06-12,1121065,2695.0
2023-05-20,1118059,2957.0
2023-10-10,1112071,48489.0
2023-04-16,1115066,15671.0
2023-08-07,1109074,15099.0
2023-01-30,1121068,31268.0
2023-07-06,1104055,20095.0
2023-08-13,1114059,8942.0
2023-09-27,1107073,24144.0
2023-04-25,1125071,21100.0
2023-06-18,1113070,7511.0
2023-09-27,1107071,34476.0
2023-01-13,1119076,36843.0
2023-05-17,1107052,7267.0
2023-09-05,1124061,19551.0
2023-06-05,1110053,8191.0
2023-07-12,1102072,2809.0
2023-12-24,1124069,18053.0
2023-12-19,1103066,4481.0
2023-06-01,1121080,96670.0
2023-04-07,1102060,71543.0
2023-02-14,1110053,8096.0
2023-02-22,1119062,19675.0
2023-04-05,1108077,17001.0
2023-06-20,1125053,17179.0
2023-02-08,1113066,7551.0
2023-01-27,1125063,4568.0
2023-09-16,1106091,6286.0
2023-02-17,1116065,2284.0
2023-11-24,1107054,12116.0
2023-02-04,1118060,6382.0
2023-09-19,1117070,7650.0
2023-03-07,1101058,11675.0
2023-12-02,1118053,8132.0
2023-10-14,1111072,11844.0
2023-12-27,1122066,82689.0
2023-10-21,1101071,28678.0
2023-03-04,1119068,14137.0
2023-04-22,1105067,18414.0
2023-07-15,1106087,14048.0
2023-02-27,1123080,13958.0
2023-10-19,1117069,30398.0
2023-03-03,1122065,11156.0
2023-03-05,1107061,2144.0
2023-08-06,1115058,3824.0
2023-07-09,1105063,10366.0
2023-08-20,1124065,5001.0
2023-03-04,1108084,14790.0
2023-02-25,1119065,5334.0
2023-11-29,1123051,13196.0
2023-06-04,1107061,2306.0
2023-04-30,1116074,18568.0
2023-08-17,1103066,4361.0
2023-12-20,1111078,28423.0
2023-03-12,1103057,2819.0
2023-05-07,1116063,5248.0
2023-12-11,1102068,4958.0
2023-01-26,1110063,33332.0
2023-07-12,1123072,21743.0
2023-09-08,1123063,88311.0
2023-10-21,11250770,174.0
2023-01-21,1102067,1930.0
2023-07-05,1107054,12439.0
2023-04-09,1116061,8655.0
2023-01-07,1123065,10540.0
2023-02-02,1112058,34019.0
2023-11-13,1123058,63327.0
2023-05-13,1105064,5435.0
2023-07-28,1103069,8775.0
2023-11-18,1119068,14105.0
2023-08-26,1120073,42824.0
2023-03-21,1115057,4981.0
2023-01-01,1125071,6040.0
2023-01-16,1125061,13762.0
2023-07-10,1105054,9776.0
2023-01-04,1103073,90508.0
2023-04-12,1117051,77320.0
2023-03-19,1101070,5749.0
2023-01-11,1112052,19882.0
2023-11-13,1119071,4900.0
2023-11-16,1120065,6767.0
2023-06-20,1107060,39704.0
2023-01-03,1107072,26238.0
2023-03-29,1114073,33457.0
2023-06-16,1111053,13806.0
2023-07-17,1107061,3821.0
2023-05-23,1102055,110094.0
2023-03-07,1109071,34917.0
2023-10-26,1105055,4782.0
2023-01-17,1109074,14756.0
2023-09-12,1116071,39863.0
2023-11-24,1122052,123852.0
2023-07-30,1111066,31829.0
2023-11-12,1116069,10848.0
2023-12-10,1107070,5394.0
2023-10-09,1122064,11304.0
2023-01-09,1114077,51759.0
2023-07-15,1123080,11504.0
2023-02-05,1113068,11678.0
2023-10-03,1108082,35425.0
2023-06-28,1125053,18114.0
2023-06-26,1121061,9662.0
2023-03-22,1108065,22000.0
2023-04-21,1110056,4768.0
2023-07-08,1117064,9620.0
2023-09-14,1106087,21062.0
